# k [Mpc^{-1}]             T(k) [Mpc^3]  
  0.195884467350599       3.184400871396065E-002
  0.201372424986239       3.061420097947121E-002
  0.207014134879104       2.948758378624916E-002
  0.212813904598271       2.839178033173084E-002
  0.218776162394955       2.727494761347771E-002
  0.224905460583578       2.613806538283825E-002
  0.231206479017559       2.502634190022945E-002
  0.237684028662488       2.398799173533916E-002
  0.244343055269397       2.303464151918888E-002
  0.251188643150958       2.213648334145546E-002
  0.258226019063460       2.125392854213715E-002
  0.265460556197554       2.037396840751171E-002
  0.272897778280804       1.951628364622593E-002
  0.280543363795172       1.870620250701904E-002
  0.288403150312661       1.794632151722908E-002
  0.296483138952435       1.721764542162418E-002
  0.304789498962798       1.650456525385380E-002
  0.313328572431559       1.581101678311825E-002
  0.322106879128343       1.514949463307858E-002
  0.331131121482591       1.452183537185192E-002
  0.340408189701001       1.391848828643560E-002
  0.349945167028358       1.333352178335190E-002
  0.359749335155742       1.277069374918938E-002
  0.369828179780267       1.223371177911758E-002
  0.380189396320561       1.171930041164160E-002
  0.390840895792402       1.122331619262695E-002
  0.401790810848940       1.074657309800386E-002
  0.413047501990162       1.029052771627903E-002
  0.424619563946313       9.853149764239788E-003
  0.436515832240166       9.432495571672916E-003
  0.448745389933132       9.029113687574863E-003
  0.461317574560379       8.642810396850109E-003
  0.474241985260245       8.271898142993450E-003
  0.487528490103386       7.916001603007317E-003
  0.501187233627272       7.575160358101130E-003
  0.515228644581756       7.248205598443747E-003
  0.529663443891658       6.934603676199913E-003
  0.544502652842421       6.634278222918510E-003
  0.559757601495110       6.346269976347685E-003
  0.575439937337157       6.070232484489679E-003
  0.591561634175474       5.805874709039927E-003
  0.608135001278718       5.552407354116440E-003
  0.625172692775686       5.309696309268475E-003
  0.642687717317019       5.077147390693426E-003
  0.660693448007596       4.854379687458277E-003
  0.679203632617184       4.641084000468254E-003
  0.698232404077172       4.436739254742861E-003
  0.717794291271362       4.241147078573704E-003
  0.737904230129102       4.053796641528606E-003
  0.758577575029184       3.874498652294278E-003
  0.779830110523259       3.702796064317226E-003
  0.801678063387679       3.538494464010000E-003
  0.824138115013003       3.381193382665515E-003
  0.847227414140596       3.230686532333493E-003
  0.870963589956081       3.086636075749993E-003
  0.895364765549594       2.948808250948787E-003
  0.920449571753172       2.816944383084774E-003
  0.946237161365793       2.690773457288742E-003
  0.972747223776966       2.570095006376505E-003
   1.00000000000000       2.454653847962618E-003
   1.02801629812647       2.344235545024276E-003
   1.05681750921366       2.238644752651453E-003
   1.08642562361707       2.137665171176195E-003
   1.11686324778056       2.041102852672338E-003
   1.14815362149688       1.948779332451522E-003
   1.18032063565173       1.860515330918133E-003
   1.21338885046498       1.776134944520891E-003
   1.24738351424294       1.695472165010870E-003
   1.28233058265602       1.618372043594718E-003
   1.31825673855641       1.544684055261314E-003
   1.35518941235104       1.474261633120477E-003
   1.39315680294530       1.406965078786016E-003
   1.43218789927354       1.342659816145897E-003
   1.47231250243272       1.281217555515468E-003
   1.51356124843621       1.222515129484236E-003
   1.55596563160507       1.166434260085225E-003
   1.59955802861467       1.112862257286906E-003
   1.64437172321493       1.061689807102084E-003
   1.69044093164326       1.012813881970942E-003
   1.73780082874938       9.661339572630823E-004
   1.78648757485205       9.215546306222677E-004
   1.83653834334835       8.789845742285252E-004
   1.88799134909629       8.383348467759788E-004
   1.94088587759278       7.995221531018615E-004
   1.99526231496888       7.624663994647563E-004
   2.05116217882557       7.270897040143609E-004
   2.10862814993329       6.933182012289762E-004
   2.16770410481970       6.610816344618797E-004
   2.22843514927030       6.303112604655325E-004
   2.29086765276777       6.009431672282517E-004
   2.35504928389601       5.729145486839116E-004
   2.42102904673618       5.461664404720068E-004
   2.48885731828239       5.206415662541986E-004
   2.55858588690565       4.962855018675327E-004
   2.63026799189538       4.730462969746441E-004
   2.70395836410885       4.508738347794861E-004
   2.77971326775929       4.297204723116010E-004
   2.85759054337495       4.095405165571719E-004
   2.93764965196153       3.902901371475309E-004
   3.01995172040202       3.719277447089553E-004
   3.10455958812836       3.544133505783975E-004
   3.19153785510076       3.377086250111461E-004
   3.28095293113119       3.217769844923168E-004
   3.37287308658869       3.065835917368531E-004
   3.46736850452532       2.920948609244078E-004
   3.56451133426245       2.782789815682918E-004
   3.66437574647833       2.651053946465254E-004
   3.76703798983909       2.525447926018387E-004
   3.87257644921617       2.405692939646542E-004
   3.98107170553498       2.291522978339344E-004
   4.09260659730011       2.182682073907927E-004
   4.20726628384445       2.078927354887128E-004
   4.32513831035009       1.980026136152446E-004
   4.44631267469109       1.885754609247670E-004
   4.57088189614875       1.795901771401986E-004
   4.69894108605215       1.710264477878809E-004
   4.83058802039773       1.628648169571534E-004
   4.96592321450336       1.550867455080152E-004
   5.10504999975406       1.476746983826160E-004
   5.24807460249772       1.406116352882236E-004
   5.39510622515128       1.338814909104258E-004
   5.54625712957910       1.274688402190804E-004
   5.70164272280748       1.213589712278917E-004
   5.86138164514028       1.155378267867491E-004
   6.02559586074358       1.099920191336423E-004
   6.19441075076781       1.047087571350858E-004
   6.36795520907916       9.967582445824519E-005
   6.54636174067275       9.488156501902267E-005
   6.72976656284318       9.031486115418375E-005
   6.91830970918936       8.596503175795078E-005
   7.11213513653330       8.182201418094337E-005
   7.31139083483417       7.787610957166180E-005
   7.51622894018206       7.411807746393606E-005
   7.72680585095702       7.053912850096822E-005
   7.94328234724282       6.713085167575628E-005
   8.16582371358592       6.388522888300940E-005
   8.39459986519398       6.079464947106317E-005
   8.62978547766970       5.785177927464247E-005
   8.87156012037962       5.504966247826815E-005
   9.12010839355910       5.238169978838414E-005
   9.37562006925881       4.984152474207804E-005
   9.63829023623970       4.742313103633933E-005
   9.90831944892769       4.512074883677997E-005
   10.1859138805412       4.292889570933767E-005
   10.4712854805090       4.084233296453021E-005
   10.7646521362984       3.885608748532832E-005
   11.0662378397767       3.696537896757945E-005
   11.3762728582343       3.516568904160522E-005
   11.6949939101987       3.345268123666756E-005
   12.0226443461741       3.182225191267207E-005
   12.3594743344451       3.027045931958128E-005
   12.7057410520854       2.879355997720268E-005
   13.0617088813184       2.738797957135830E-005
